county,date,deaths,cumulative_deaths,reported_deaths,cumulative_reported_deaths
Modoc,8/23/2020,0,0,0,0
Mono,8/23/2020,0,2,0,1
Monterey,8/23/2020,0,65,0,50
Napa,8/23/2020,0,13,-1,10
Nevada,8/23/2020,0,7,0,2
Orange,8/23/2020,3,1409,2,887
Placer,8/23/2020,0,36,1,31
Plumas,8/23/2020,0,0,0,0
Riverside,8/23/2020,6,1234,2,955
Sacramento,8/23/2020,0,415,4,243
San Benito,8/23/2020,0,9,0,3
San Bernardino,8/23/2020,2,1130,0,719
San Diego,8/23/2020,3,778,-13,660
San Francisco,8/23/2020,1,110,0,80
San Joaquin,8/23/2020,3,476,0,305
San Luis Obispo,8/23/2020,0,32,0,20
San Mateo,8/23/2020,2,159,0,120
Santa Barbara,8/23/2020,0,134,0,90
Santa Clara,8/23/2020,1,377,1,191
Santa Cruz,8/23/2020,0,8,0,6
Shasta,8/23/2020,0,22,0,9
Sierra,8/23/2020,0,0,0,0
Siskiyou,8/23/2020,0,0,0,0
Solano,8/23/2020,0,73,0,32
Sonoma,8/23/2020,0,90,-1,56
Stanislaus,8/23/2020,0,284,1,171
Sutter,8/23/2020,0,10,1,9
Tehama,8/23/2020,0,2,0,1
Trinity,8/23/2020,0,0,0,0
Tulare,8/23/2020,1,268,1,223
Tuolumne,8/23/2020,0,3,0,1
Ventura,8/23/2020,2,159,0,99
Yolo,8/23/2020,0,57,0,47
Yuba,8/23/2020,0,7,0,1
Alameda,8/22/2020,4,375,-1,231
Alpine,8/22/2020,0,0,0,0
Amador,8/22/2020,0,16,2,13
Butte,8/22/2020,0,38,3,22
Calaveras,8/22/2020,0,12,0,1
California,8/22/2020,47,16288,204,11945
Colusa,8/22/2020,0,6,0,5
Contra Costa,8/22/2020,1,231,4,153
Del Norte,8/22/2020,0,1,0,1
El Dorado,8/22/2020,0,4,0,2
Fresno,8/22/2020,1,469,3,235
Glenn,8/22/2020,0,3,0,2
Humboldt,8/22/2020,1,5,0,4
Imperial,8/22/2020,0,328,6,210
Inyo,8/22/2020,0,13,0,1
Kern,8/22/2020,2,414,8,277
Kings,8/22/2020,0,76,0,60
Lake,8/22/2020,0,4,0,2
Lassen,8/22/2020,0,0,0,0
Los Angeles,8/22/2020,12,6573,46,5540
Madera,8/22/2020,2,98,1,32
Marin,8/22/2020,0,121,0,49
Mariposa,8/22/2020,0,2,0,2
Mendocino,8/22/2020,0,16,0,10
Merced,8/22/2020,0,138,0,69
Modoc,8/22/2020,0,0,0,0
Mono,8/22/2020,0,2,0,1
Monterey,8/22/2020,0,65,1,50
Napa,8/22/2020,0,13,1,11
Nevada,8/22/2020,0,7,0,2
Orange,8/22/2020,5,1406,10,885
Placer,8/22/2020,0,36,0,30
Plumas,8/22/2020,0,0,0,0
Riverside,8/22/2020,3,1228,21,953
Sacramento,8/22/2020,3,415,2,239
San Benito,8/22/2020,0,9,0,3
San Bernardino,8/22/2020,1,1128,51,719
San Diego,8/22/2020,2,775,21,673
San Francisco,8/22/2020,0,109,0,80
San Joaquin,8/22/2020,5,473,4,305
San Luis Obispo,8/22/2020,0,32,1,20
San Mateo,8/22/2020,0,157,0,120
Santa Barbara,8/22/2020,1,134,4,90
Santa Clara,8/22/2020,1,376,0,190
Santa Cruz,8/22/2020,0,8,0,6
Shasta,8/22/2020,0,22,0,9
Sierra,8/22/2020,0,0,0,0
Siskiyou,8/22/2020,0,0,0,0
Solano,8/22/2020,0,73,0,32
Sonoma,8/22/2020,0,90,0,57
Stanislaus,8/22/2020,1,284,9,170
Sutter,8/22/2020,0,10,0,8
Tehama,8/22/2020,0,2,0,1
Trinity,8/22/2020,0,0,0,0
Tulare,8/22/2020,0,267,5,222
Tuolumne,8/22/2020,1,3,0,1
Ventura,8/22/2020,1,157,1,99
Yolo,8/22/2020,0,57,1,47
Yuba,8/22/2020,0,7,0,1
Alameda,8/21/2020,2,371,3,232
Alpine,8/21/2020,0,0,0,0
Amador,8/21/2020,0,16,0,11
Butte,8/21/2020,1,38,1,19
Calaveras,8/21/2020,0,12,0,1
California,8/21/2020,65,16241,151,11741
Colusa,8/21/2020,0,6,0,5
Contra Costa,8/21/2020,3,230,5,149
Del Norte,8/21/2020,0,1,0,1
El Dorado,8/21/2020,1,4,0,2
Fresno,8/21/2020,3,468,4,232
Glenn,8/21/2020,0,3,0,2
Humboldt,8/21/2020,0,4,0,4
Imperial,8/21/2020,0,328,8,204
Inyo,8/21/2020,0,13,0,1
Kern,8/21/2020,0,412,2,269
Kings,8/21/2020,0,76,1,60
Lake,8/21/2020,0,4,0,2
Lassen,8/21/2020,0,0,0,0
Los Angeles,8/21/2020,21,6561,49,5494
Madera,8/21/2020,0,96,0,31
Marin,8/21/2020,0,121,2,49
Mariposa,8/21/2020,0,2,0,2
Mendocino,8/21/2020,0,16,0,10
Merced,8/21/2020,1,138,1,69
Modoc,8/21/2020,0,0,0,0
Mono,8/21/2020,0,2,0,1
Monterey,8/21/2020,0,65,2,49
Napa,8/21/2020,0,13,0,10
Nevada,8/21/2020,0,7,0,2
Orange,8/21/2020,10,1401,26,875
Placer,8/21/2020,0,36,0,30
Plumas,8/21/2020,0,0,0,0
Riverside,8/21/2020,1,1225,5,932
Sacramento,8/21/2020,4,412,6,237
San Benito,8/21/2020,0,9,0,3
San Bernardino,8/21/2020,4,1127,3,668
San Diego,8/21/2020,3,773,8,652
San Francisco,8/21/2020,0,109,8,80
San Joaquin,8/21/2020,2,468,4,301
San Luis Obispo,8/21/2020,0,32,0,19
San Mateo,8/21/2020,1,157,0,120
Santa Barbara,8/21/2020,2,133,5,86
Santa Clara,8/21/2020,2,375,0,190
Santa Cruz,8/21/2020,0,8,0,6
Shasta,8/21/2020,0,22,0,9
Sierra,8/21/2020,0,0,0,0
Siskiyou,8/21/2020,0,0,0,0
Solano,8/21/2020,0,73,1,32
Sonoma,8/21/2020,0,90,3,57
Stanislaus,8/21/2020,3,283,0,161
Sutter,8/21/2020,0,10,0,8
Tehama,8/21/2020,0,2,0,1
Trinity,8/21/2020,0,0,0,0
Tulare,8/21/2020,1,267,0,217
Tuolumne,8/21/2020,0,2,0,1
Ventura,8/21/2020,0,156,5,98
Yolo,8/21/2020,0,57,-1,46
Yuba,8/21/2020,0,7,0,1
Alameda,8/20/2020,2,369,3,229
Alpine,8/20/2020,0,0,0,0
Amador,8/20/2020,0,16,2,11
Butte,8/20/2020,1,37,2,18
Calaveras,8/20/2020,1,12,0,1
California,8/20/2020,78,16176,124,11590
Colusa,8/20/2020,0,6,0,5
Contra Costa,8/20/2020,2,227,2,144
Del Norte,8/20/2020,0,1,0,1
El Dorado,8/20/2020,0,3,0,2
Fresno,8/20/2020,3,465,7,228
Glenn,8/20/2020,0,3,0,2
Humboldt,8/20/2020,0,4,0,4
Imperial,8/20/2020,0,328,4,196
Inyo,8/20/2020,0,13,0,1
Kern,8/20/2020,2,412,4,267
Kings,8/20/2020,0,76,0,59
Lake,8/20/2020,0,4,0,2
Lassen,8/20/2020,0,0,0,0
Los Angeles,8/20/2020,25,6540,46,5445
Madera,8/20/2020,0,96,1,31
Marin,8/20/2020,1,121,1,47
Mariposa,8/20/2020,0,2,0,2
Mendocino,8/20/2020,0,16,2,10
Merced,8/20/2020,2,137,2,68
Modoc,8/20/2020,0,0,0,0
Mono,8/20/2020,0,2,0,1
Monterey,8/20/2020,0,65,2,47
Napa,8/20/2020,0,13,0,10
Nevada,8/20/2020,0,7,0,2
Orange,8/20/2020,7,1391,20,849
Placer,8/20/2020,0,36,2,30
Plumas,8/20/2020,0,0,0,0
Riverside,8/20/2020,3,1224,5,927
Sacramento,8/20/2020,2,408,2,231
San Benito,8/20/2020,0,9,0,3
San Bernardino,8/20/2020,3,1123,4,665
San Diego,8/20/2020,2,770,6,644
San Francisco,8/20/2020,2,109,0,72
San Joaquin,8/20/2020,7,466,1,297
San Luis Obispo,8/20/2020,0,32,0,19
San Mateo,8/20/2020,0,156,1,120
Santa Barbara,8/20/2020,1,131,1,81
Santa Clara,8/20/2020,3,373,1,190
Santa Cruz,8/20/2020,0,8,0,6
Shasta,8/20/2020,0,22,0,9
Sierra,8/20/2020,0,0,0,0
Siskiyou,8/20/2020,0,0,0,0
Solano,8/20/2020,2,73,0,31
Sonoma,8/20/2020,2,90,0,54
Stanislaus,8/20/2020,1,280,1,161
Sutter,8/20/2020,0,10,0,8
Tehama,8/20/2020,0,2,0,1
Trinity,8/20/2020,0,0,0,0
Tulare,8/20/2020,3,266,0,217
Tuolumne,8/20/2020,0,2,0,1
Ventura,8/20/2020,1,156,2,93
Yolo,8/20/2020,0,57,0,47
Yuba,8/20/2020,0,7,0,1
Alameda,8/19/2020,7,367,3,226
Alpine,8/19/2020,0,0,0,0
Amador,8/19/2020,0,16,0,9
Butte,8/19/2020,1,36,0,16
Calaveras,8/19/2020,1,11,0,1
California,8/19/2020,90,16098,165,11466
Colusa,8/19/2020,0,6,0,5
Contra Costa,8/19/2020,0,225,1,142
Del Norte,8/19/2020,0,1,1,1
El Dorado,8/19/2020,0,3,0,2
Fresno,8/19/2020,2,462,9,221
Glenn,8/19/2020,0,3,0,2
Humboldt,8/19/2020,0,4,0,4
Imperial,8/19/2020,0,328,3,192
Inyo,8/19/2020,0,13,0,1
Kern,8/19/2020,2,410,0,263
Kings,8/19/2020,0,76,1,59
Lake,8/19/2020,0,4,0,2
Lassen,8/19/2020,0,0,0,0
Los Angeles,8/19/2020,33,6515,60,5399
Madera,8/19/2020,0,96,2,30
Marin,8/19/2020,0,120,-1,46
Mariposa,8/19/2020,0,2,0,2
Mendocino,8/19/2020,0,16,0,8
Merced,8/19/2020,1,135,0,66
Modoc,8/19/2020,0,0,0,0
Mono,8/19/2020,0,2,0,1
Monterey,8/19/2020,1,65,1,45
Napa,8/19/2020,0,13,0,10
Nevada,8/19/2020,0,7,0,2
Orange,8/19/2020,6,1384,20,829
Placer,8/19/2020,0,36,0,28
Plumas,8/19/2020,0,0,0,0
Riverside,8/19/2020,4,1221,5,922
Sacramento,8/19/2020,9,406,7,229
San Benito,8/19/2020,0,9,0,3
San Bernardino,8/19/2020,2,1120,13,661
San Diego,8/19/2020,8,768,5,638
San Francisco,8/19/2020,1,107,0,72
San Joaquin,8/19/2020,0,459,6,296
San Luis Obispo,8/19/2020,0,32,1,19
San Mateo,8/19/2020,2,156,0,119
Santa Barbara,8/19/2020,0,130,-1,80
Santa Clara,8/19/2020,2,370,5,189
Santa Cruz,8/19/2020,0,8,0,6
Shasta,8/19/2020,0,22,0,9
Sierra,8/19/2020,0,0,0,0
Siskiyou,8/19/2020,0,0,0,0
Solano,8/19/2020,0,71,0,31
Sonoma,8/19/2020,6,88,6,54
Stanislaus,8/19/2020,1,279,11,160
Sutter,8/19/2020,0,10,0,8
Tehama,8/19/2020,0,2,0,1
Trinity,8/19/2020,0,0,0,0
Tulare,8/19/2020,0,263,5,217
Tuolumne,8/19/2020,0,2,0,1
Ventura,8/19/2020,0,155,2,91
Yolo,8/19/2020,0,57,0,47
Yuba,8/19/2020,1,7,0,1
Alameda,8/18/2020,10,360,2,223
Alpine,8/18/2020,0,0,0,0
Amador,8/18/2020,0,16,0,9
Butte,8/18/2020,0,35,1,16
Calaveras,8/18/2020,0,10,0,1
California,8/18/2020,117,16008,156,11301
Colusa,8/18/2020,0,6,0,5
Contra Costa,8/18/2020,3,225,0,141
Del Norte,8/18/2020,0,1,0,0
El Dorado,8/18/2020,0,3,0,2
Fresno,8/18/2020,6,460,1,212
Glenn,8/18/2020,0,3,0,2
Humboldt,8/18/2020,0,4,0,4
Imperial,8/18/2020,2,328,1,189
Inyo,8/18/2020,0,13,0,1
Kern,8/18/2020,6,408,14,263
Kings,8/18/2020,0,76,0,58
Lake,8/18/2020,1,4,0,2
Lassen,8/18/2020,0,0,0,0
Los Angeles,8/18/2020,35,6482,57,5339
Madera,8/18/2020,4,96,2,28
Marin,8/18/2020,1,120,1,47
Mariposa,8/18/2020,0,2,0,2
Mendocino,8/18/2020,0,16,0,8
Merced,8/18/2020,2,134,0,66
Modoc,8/18/2020,0,0,0,0
Mono,8/18/2020,0,2,0,1
Monterey,8/18/2020,0,64,0,44
Napa,8/18/2020,1,13,0,10
Nevada,8/18/2020,0,7,0,2
Orange,8/18/2020,8,1378,5,809
Placer,8/18/2020,0,36,0,28
Plumas,8/18/2020,0,0,0,0
Riverside,8/18/2020,3,1217,1,917
Sacramento,8/18/2020,11,397,3,222
San Benito,8/18/2020,0,9,1,3
San Bernardino,8/18/2020,4,1118,44,648
San Diego,8/18/2020,3,760,7,633
San Francisco,8/18/2020,0,106,0,72
San Joaquin,8/18/2020,3,459,10,290
San Luis Obispo,8/18/2020,0,32,0,18
San Mateo,8/18/2020,0,154,1,119
Santa Barbara,8/18/2020,0,130,1,81
Santa Clara,8/18/2020,3,368,1,184
Santa Cruz,8/18/2020,0,8,0,6
Shasta,8/18/2020,0,22,0,9
Sierra,8/18/2020,0,0,0,0
Siskiyou,8/18/2020,0,0,0,0
Solano,8/18/2020,1,71,0,31
Sonoma,8/18/2020,2,82,0,48
Stanislaus,8/18/2020,6,278,1,149
Sutter,8/18/2020,0,10,0,8
Tehama,8/18/2020,0,2,0,1
Trinity,8/18/2020,0,0,0,0
Tulare,8/18/2020,0,263,2,212
Tuolumne,8/18/2020,0,2,0,1
Ventura,8/18/2020,2,155,0,89
Yolo,8/18/2020,0,57,0,47
Yuba,8/18/2020,0,6,0,1
Alameda,8/17/2020,8,350,0,221
Alpine,8/17/2020,0,0,0,0
Amador,8/17/2020,0,16,0,9
Butte,8/17/2020,2,35,0,15
Calaveras,8/17/2020,0,10,0,1
California,8/17/2020,90,15891,31,11145
Colusa,8/17/2020,0,6,0,5
Contra Costa,8/17/2020,0,222,1,141
Del Norte,8/17/2020,0,1,0,0
El Dorado,8/17/2020,0,3,0,2
Fresno,8/17/2020,2,454,0,211
Glenn,8/17/2020,0,3,0,2
Humboldt,8/17/2020,0,4,0,4
Imperial,8/17/2020,2,326,0,188
Inyo,8/17/2020,0,13,0,1
Kern,8/17/2020,3,402,0,249
Kings,8/17/2020,1,76,0,58
Lake,8/17/2020,0,3,0,2
Lassen,8/17/2020,0,0,0,0
Los Angeles,8/17/2020,22,6447,19,5282
Madera,8/17/2020,1,92,0,26
Marin,8/17/2020,0,119,0,46
Mariposa,8/17/2020,0,2,0,2
Mendocino,8/17/2020,0,16,0,8
Merced,8/17/2020,3,132,0,66
Modoc,8/17/2020,0,0,0,0
Mono,8/17/2020,0,2,0,1
Monterey,8/17/2020,1,64,0,44
Napa,8/17/2020,0,12,0,10
Nevada,8/17/2020,0,7,0,2
Orange,8/17/2020,4,1370,1,804
Placer,8/17/2020,0,36,0,28
Plumas,8/17/2020,0,0,0,0
Riverside,8/17/2020,8,1214,6,916
Sacramento,8/17/2020,3,386,0,219
San Benito,8/17/2020,0,9,0,2
San Bernardino,8/17/2020,8,1114,1,604
San Diego,8/17/2020,5,757,0,626
San Francisco,8/17/2020,1,106,0,72
San Joaquin,8/17/2020,5,456,0,280
San Luis Obispo,8/17/2020,0,32,1,18
San Mateo,8/17/2020,0,154,0,118
Santa Barbara,8/17/2020,1,130,1,80
Santa Clara,8/17/2020,4,365,0,183
Santa Cruz,8/17/2020,1,8,0,6
Shasta,8/17/2020,0,22,0,9
Sierra,8/17/2020,0,0,0,0
Siskiyou,8/17/2020,0,0,0,0
Solano,8/17/2020,0,70,0,31
Sonoma,8/17/2020,1,80,2,48
Stanislaus,8/17/2020,2,272,0,148
Sutter,8/17/2020,0,10,0,8
Tehama,8/17/2020,0,2,0,1
Trinity,8/17/2020,0,0,0,0
Tulare,8/17/2020,1,263,-1,210
Tuolumne,8/17/2020,0,2,0,1
Ventura,8/17/2020,1,153,0,89
Yolo,8/17/2020,0,57,0,47
Yuba,8/17/2020,0,6,0,1
Alameda,8/16/2020,2,342,0,221
Alpine,8/16/2020,0,0,0,0
Amador,8/16/2020,0,16,0,9
Butte,8/16/2020,0,33,0,15
Calaveras,8/16/2020,0,10,0,1
California,8/16/2020,48,15801,10,11114
Colusa,8/16/2020,0,6,0,5
Contra Costa,8/16/2020,2,222,2,140
Del Norte,8/16/2020,0,1,0,0
El Dorado,8/16/2020,0,3,0,2
Fresno,8/16/2020,3,452,0,211
Glenn,8/16/2020,0,3,0,2
Humboldt,8/16/2020,0,4,0,4
Imperial,8/16/2020,0,324,0,188
Inyo,8/16/2020,0,13,0,1
Kern,8/16/2020,2,399,0,249
Kings,8/16/2020,1,75,2,58
Lake,8/16/2020,0,3,0,2
Lassen,8/16/2020,0,0,0,0
Los Angeles,8/16/2020,10,6425,11,5263
Madera,8/16/2020,1,91,0,26
Marin,8/16/2020,0,119,0,46
Mariposa,8/16/2020,0,2,0,2
Mendocino,8/16/2020,0,16,0,8
Merced,8/16/2020,3,129,0,66
Modoc,8/16/2020,0,0,0,0
Mono,8/16/2020,0,2,0,1
Monterey,8/16/2020,0,63,0,44
Napa,8/16/2020,0,12,0,10
Nevada,8/16/2020,0,7,0,2
Orange,8/16/2020,2,1366,2,803
Placer,8/16/2020,0,36,1,28
Plumas,8/16/2020,0,0,0,0
Riverside,8/16/2020,4,1206,0,910
Sacramento,8/16/2020,1,383,0,219
San Benito,8/16/2020,0,9,0,2
San Bernardino,8/16/2020,4,1106,1,603
San Diego,8/16/2020,3,752,-13,626
San Francisco,8/16/2020,1,105,3,72
San Joaquin,8/16/2020,1,451,0,280
San Luis Obispo,8/16/2020,0,32,0,17
San Mateo,8/16/2020,0,154,0,118
Santa Barbara,8/16/2020,1,129,0,79
Santa Clara,8/16/2020,0,361,0,183
Santa Cruz,8/16/2020,0,7,0,6
Shasta,8/16/2020,0,22,0,9
Sierra,8/16/2020,0,0,0,0
Siskiyou,8/16/2020,0,0,0,0
Solano,8/16/2020,1,70,0,31
Sonoma,8/16/2020,0,79,1,46
Stanislaus,8/16/2020,2,270,-1,148
Sutter,8/16/2020,0,10,0,8
Tehama,8/16/2020,0,2,0,1
Trinity,8/16/2020,0,0,0,0
Tulare,8/16/2020,2,262,0,211
Tuolumne,8/16/2020,0,2,0,1
Ventura,8/16/2020,1,152,0,89
Yolo,8/16/2020,1,57,1,47
Yuba,8/16/2020,0,6,0,1
Alameda,8/15/2020,5,340,0,221
Alpine,8/15/2020,0,0,0,0
Amador,8/15/2020,0,16,0,9
Butte,8/15/2020,0,33,0,15
Calaveras,8/15/2020,0,10,0,1
California,8/15/2020,70,15753,110,11104
Colusa,8/15/2020,0,6,0,5
Contra Costa,8/15/2020,1,220,1,138
Del Norte,8/15/2020,0,1,0,0
El Dorado,8/15/2020,0,3,0,2
Fresno,8/15/2020,0,449,3,211
Glenn,8/15/2020,0,3,0,2
Humboldt,8/15/2020,0,4,0,4
Imperial,8/15/2020,0,324,3,188
Inyo,8/15/2020,0,13,0,1
Kern,8/15/2020,3,397,0,249
Kings,8/15/2020,0,74,0,56
Lake,8/15/2020,1,3,0,2
Lassen,8/15/2020,0,0,0,0
Los Angeles,8/15/2020,25,6415,30,5252
Madera,8/15/2020,1,90,0,26
Marin,8/15/2020,0,119,0,46
Mariposa,8/15/2020,0,2,0,2
Mendocino,8/15/2020,1,16,0,8
Merced,8/15/2020,1,126,-1,66
Modoc,8/15/2020,0,0,0,0
Mono,8/15/2020,0,2,0,1
Monterey,8/15/2020,2,63,3,44
Napa,8/15/2020,0,12,0,10
Nevada,8/15/2020,0,7,0,2
Orange,8/15/2020,4,1364,3,801
Placer,8/15/2020,0,36,1,27
Plumas,8/15/2020,0,0,0,0
Riverside,8/15/2020,4,1202,19,910
Sacramento,8/15/2020,3,382,7,219
San Benito,8/15/2020,0,9,0,2
San Bernardino,8/15/2020,4,1102,8,602
San Diego,8/15/2020,2,749,17,639
San Francisco,8/15/2020,0,104,0,69
San Joaquin,8/15/2020,4,450,4,280
San Luis Obispo,8/15/2020,1,32,0,17
San Mateo,8/15/2020,0,154,0,118
Santa Barbara,8/15/2020,0,128,2,79
Santa Clara,8/15/2020,1,361,0,183
Santa Cruz,8/15/2020,0,7,0,6
Shasta,8/15/2020,0,22,0,9
Sierra,8/15/2020,0,0,0,0
Siskiyou,8/15/2020,0,0,0,0
Solano,8/15/2020,0,69,0,31
Sonoma,8/15/2020,2,79,0,45
Stanislaus,8/15/2020,2,268,9,149
Sutter,8/15/2020,0,10,0,8
Tehama,8/15/2020,0,2,0,1
Trinity,8/15/2020,0,0,0,0
Tulare,8/15/2020,2,260,0,211
Tuolumne,8/15/2020,0,2,0,1
Ventura,8/15/2020,1,151,0,89
Yolo,8/15/2020,0,56,1,46
Yuba,8/15/2020,0,6,0,1
Alameda,8/14/2020,5,335,3,221
Alpine,8/14/2020,0,0,0,0
Amador,8/14/2020,0,16,1,9
Butte,8/14/2020,0,33,0,15
Calaveras,8/14/2020,1,10,0,1
California,8/14/2020,91,15683,163,10994
Colusa,8/14/2020,0,6,0,5
Contra Costa,8/14/2020,3,219,1,137
Del Norte,8/14/2020,0,1,0,0
El Dorado,8/14/2020,0,3,0,2
Fresno,8/14/2020,6,449,7,208
Glenn,8/14/2020,0,3,1,2
Humboldt,8/14/2020,0,4,0,4
Imperial,8/14/2020,1,324,15,185
Inyo,8/14/2020,0,13,0,1
Kern,8/14/2020,0,394,7,249
Kings,8/14/2020,0,74,4,56
Lake,8/14/2020,0,2,0,2
Lassen,8/14/2020,0,0,0,0
Los Angeles,8/14/2020,24,6390,43,5222
Madera,8/14/2020,2,89,1,26
Marin,8/14/2020,0,119,2,46
Mariposa,8/14/2020,0,2,0,2
Mendocino,8/14/2020,0,15,0,8
Merced,8/14/2020,0,125,4,67
Modoc,8/14/2020,0,0,0,0
Mono,8/14/2020,0,2,0,1
Monterey,8/14/2020,1,61,3,41
Napa,8/14/2020,0,12,0,10
Nevada,8/14/2020,0,7,1,2
Orange,8/14/2020,6,1360,25,798
Placer,8/14/2020,0,36,0,26
Plumas,8/14/2020,0,0,0,0
Riverside,8/14/2020,7,1198,6,891
Sacramento,8/14/2020,1,379,15,212
San Benito,8/14/2020,1,9,0,2
San Bernardino,8/14/2020,9,1098,3,594
San Diego,8/14/2020,8,747,-5,622
San Francisco,8/14/2020,2,104,0,69
San Joaquin,8/14/2020,2,446,15,276
San Luis Obispo,8/14/2020,0,31,1,17
San Mateo,8/14/2020,1,154,1,118
Santa Barbara,8/14/2020,0,128,3,77
Santa Clara,8/14/2020,2,360,1,183
Santa Cruz,8/14/2020,0,7,0,6
Shasta,8/14/2020,0,22,0,9
Sierra,8/14/2020,0,0,0,0
Siskiyou,8/14/2020,0,0,0,0
Solano,8/14/2020,2,69,0,31
Sonoma,8/14/2020,0,77,0,45
Stanislaus,8/14/2020,4,266,4,140
Sutter,8/14/2020,0,10,0,8
Tehama,8/14/2020,0,2,0,1
Trinity,8/14/2020,0,0,0,0
Tulare,8/14/2020,1,258,1,211
Tuolumne,8/14/2020,0,2,0,1
Ventura,8/14/2020,0,150,-1,89
Yolo,8/14/2020,2,56,1,45
Yuba,8/14/2020,0,6,0,1
Alameda,8/13/2020,7,330,3,218
Alpine,8/13/2020,0,0,0,0
Amador,8/13/2020,0,16,0,8
Butte,8/13/2020,3,33,0,15
Calaveras,8/13/2020,0,9,0,1
California,8/13/2020,98,15592,165,10831
Colusa,8/13/2020,0,6,0,5
Contra Costa,8/13/2020,1,216,2,136
Del Norte,8/13/2020,0,1,0,0
El Dorado,8/13/2020,0,3,0,2
Fresno,8/13/2020,1,443,7,201
Glenn,8/13/2020,0,3,0,1
Humboldt,8/13/2020,0,4,0,4
Imperial,8/13/2020,1,323,3,170
Inyo,8/13/2020,3,13,0,1
Kern,8/13/2020,6,394,10,242
Kings,8/13/2020,0,74,2,52
Lake,8/13/2020,0,2,0,2
Lassen,8/13/2020,0,0,0,0
Los Angeles,8/13/2020,32,6366,60,5179
Madera,8/13/2020,1,87,2,25
Marin,8/13/2020,0,119,0,44
Mariposa,8/13/2020,0,2,0,2
Mendocino,8/13/2020,0,15,-1,8
Merced,8/13/2020,0,125,-3,63
Modoc,8/13/2020,0,0,0,0
Mono,8/13/2020,0,2,0,1
Monterey,8/13/2020,2,60,0,38
Napa,8/13/2020,0,12,0,10
Nevada,8/13/2020,0,7,0,1
Orange,8/13/2020,3,1354,19,773
Placer,8/13/2020,0,36,1,26
Plumas,8/13/2020,0,0,0,0
Riverside,8/13/2020,8,1191,18,885
Sacramento,8/13/2020,3,378,8,197
San Benito,8/13/2020,0,8,0,2
San Bernardino,8/13/2020,6,1089,2,591
San Diego,8/13/2020,2,739,19,627
San Francisco,8/13/2020,1,102,3,69
San Joaquin,8/13/2020,3,444,8,261
San Luis Obispo,8/13/2020,0,31,1,16
San Mateo,8/13/2020,0,153,0,117
Santa Barbara,8/13/2020,1,128,0,74
Santa Clara,8/13/2020,5,358,0,182
Santa Cruz,8/13/2020,0,7,0,6
Shasta,8/13/2020,0,22,0,9
Sierra,8/13/2020,0,0,0,0
Siskiyou,8/13/2020,0,0,0,0
Solano,8/13/2020,0,67,0,31
Sonoma,8/13/2020,1,77,-2,45
Stanislaus,8/13/2020,2,262,0,136
Sutter,8/13/2020,0,10,1,8
Tehama,8/13/2020,0,2,0,1
Trinity,8/13/2020,0,0,0,0
Tulare,8/13/2020,3,257,-1,210
Tuolumne,8/13/2020,0,2,0,1
Ventura,8/13/2020,3,150,3,90
Yolo,8/13/2020,0,54,0,44
Yuba,8/13/2020,0,6,0,1
Alameda,8/12/2020,6,323,11,215
Alpine,8/12/2020,0,0,0,0
Amador,8/12/2020,0,16,5,8
Butte,8/12/2020,1,30,0,15
Calaveras,8/12/2020,0,9,0,1
California,8/12/2020,101,15494,175,10666
Colusa,8/12/2020,0,6,0,5
Contra Costa,8/12/2020,1,215,3,134
Del Norte,8/12/2020,0,1,0,0
El Dorado,8/12/2020,0,3,0,2
Fresno,8/12/2020,5,442,7,194
Glenn,8/12/2020,0,3,0,1
Humboldt,8/12/2020,0,4,0,4
Imperial,8/12/2020,0,322,2,167
Inyo,8/12/2020,0,10,0,1
Kern,8/12/2020,3,388,2,232
Kings,8/12/2020,1,74,0,50
Lake,8/12/2020,0,2,0,2
Lassen,8/12/2020,0,0,0,0
Los Angeles,8/12/2020,27,6334,54,5119
Madera,8/12/2020,3,86,1,23
Marin,8/12/2020,0,119,0,44
Mariposa,8/12/2020,0,2,0,2
Mendocino,8/12/2020,0,15,0,9
Merced,8/12/2020,0,125,1,66
Modoc,8/12/2020,0,0,0,0
Mono,8/12/2020,0,2,0,1
Monterey,8/12/2020,2,58,2,38
Napa,8/12/2020,0,12,-1,10
Nevada,8/12/2020,0,7,0,1
Orange,8/12/2020,6,1351,12,754
Placer,8/12/2020,0,36,1,25
Plumas,8/12/2020,0,0,0,0
Riverside,8/12/2020,6,1183,31,867
Sacramento,8/12/2020,9,375,7,189
San Benito,8/12/2020,0,8,0,2
San Bernardino,8/12/2020,7,1083,5,589
San Diego,8/12/2020,3,737,6,608
San Francisco,8/12/2020,2,101,0,66
San Joaquin,8/12/2020,3,441,2,253
San Luis Obispo,8/12/2020,0,31,0,15
San Mateo,8/12/2020,0,153,0,117
Santa Barbara,8/12/2020,1,127,4,74
Santa Clara,8/12/2020,3,353,-1,182
Santa Cruz,8/12/2020,0,7,2,6
Shasta,8/12/2020,0,22,0,9
Sierra,8/12/2020,0,0,0,0
Siskiyou,8/12/2020,0,0,0,0
Solano,8/12/2020,0,67,0,31
Sonoma,8/12/2020,0,76,2,47
Stanislaus,8/12/2020,5,260,8,136
Sutter,8/12/2020,0,10,0,7
Tehama,8/12/2020,1,2,0,1
Trinity,8/12/2020,0,0,0,0
Tulare,8/12/2020,1,254,10,211
Tuolumne,8/12/2020,0,2,0,1
Ventura,8/12/2020,4,147,-1,87
