county,date,all_hospital_beds,icu_available_beds
Trinity,2020-06-11,54,0
San Bernardino,2020-06-11,4821,133
Tehama,2020-06-11,106,7
Plumas,2020-06-11,45,0
Inyo,2020-06-11,42,2
Mono,2020-06-11,40,2
Glenn,2020-06-11,47,0
Tuolumne,2020-06-11,151,0
Butte,2020-06-11,448,15
Imperial,2020-06-11,237,0
Contra Costa,2020-06-11,1628,112
Tulare,2020-06-11,780,11
Yuba,2020-06-11,445,6
Siskiyou,2020-06-11,65,4
Shasta,2020-06-11,667,8
San Mateo,2020-06-11,1089,50
Kings,2020-06-11,199,5
Alameda,2020-06-11,2968,145
Napa,2020-06-11,397,3
Mendocino,2020-06-11,180,3
Sonoma,2020-06-11,871,49
Los Angeles,2020-06-11,23666,1220
Ventura,2020-06-11,1360,46
San Joaquin,2020-06-11,1366,17
Orange,2020-06-11,6976,368
Yolo,2020-06-11,186,2
Del Norte,2020-06-11,51,3
Sacramento,2020-06-11,2501,105
Placer,2020-06-11,753,48
Lassen,2020-06-11,25,0
Modoc,2020-06-11,41,0
Humboldt,2020-06-11,352,2
San Diego,2020-06-11,6187,325
Calaveras,2020-06-11,50,8
Stanislaus,2020-06-11,1369,82
Fresno,2020-06-11,2142,79
El Dorado,2020-06-11,235,10
Butte,2020-06-12,448,20
Colusa,2020-06-12,88,6
Solano,2020-06-12,707,46
Imperial,2020-06-12,237,2
Calaveras,2020-06-12,50,10
Sonoma,2020-06-12,871,42
Marin,2020-06-12,390,12
Mono,2020-06-12,40,2
Humboldt,2020-06-12,352,0
Fresno,2020-06-12,2140,87
Tulare,2020-06-12,780,25
Modoc,2020-06-12,41,0
Nevada,2020-06-12,136,6
Merced,2020-06-12,242,3
Mariposa,2020-06-12,30,0
Tuolumne,2020-06-12,151,2
Siskiyou,2020-06-12,65,5
San Joaquin,2020-06-12,1366,16
San Francisco,2020-06-12,2647,91
Kern,2020-06-12,1742,72
Yolo,2020-06-12,186,4
Ventura,2020-06-12,1361,42
Napa,2020-06-12,397,1
Madera,2020-06-12,528,14
Lake,2020-06-12,110,0
Stanislaus,2020-06-12,1369,84
Monterey,2020-06-12,811,87
Placer,2020-06-12,753,46
Contra Costa,2020-06-12,1628,111
Lassen,2020-06-12,25,0
Plumas,2020-06-12,45,0
Del Norte,2020-06-12,51,4
Mendocino,2020-06-12,180,5
San Diego,2020-06-12,6210,328
Santa Barbara,2020-06-12,717,58
Trinity,2020-06-12,54,0
Alameda,2020-06-12,2968,120
El Dorado,2020-06-12,235,14
San Luis Obispo,2020-06-12,471,24
Amador,2020-06-12,51,0
Tehama,2020-06-12,106,6
Yuba,2020-06-12,445,9
Sutter,2020-06-12,14,0
San Mateo,2020-06-12,1089,51
Riverside,2020-06-12,4018,139
Kings,2020-06-12,199,5
San Benito,2020-06-12,25,1
Inyo,2020-06-12,42,3
Santa Clara,2020-06-12,3375,223
Sacramento,2020-06-12,2474,91
Glenn,2020-06-12,47,0
San Bernardino,2020-06-12,4821,138
Los Angeles,2020-06-12,23655,1228
Santa Cruz,2020-06-12,397,15
Orange,2020-06-12,6976,384
Shasta,2020-06-12,667,7
San Mateo,2020-06-13,1089,55
Yolo,2020-06-13,186,2
San Joaquin,2020-06-13,1366,10
Sacramento,2020-06-13,2444,84
Kings,2020-06-13,199,6
Santa Barbara,2020-06-13,717,58
Inyo,2020-06-13,42,2
El Dorado,2020-06-13,235,11
San Benito,2020-06-13,25,0
Fresno,2020-06-13,2140,83
Marin,2020-06-13,390,12
Nevada,2020-06-13,128,4
Santa Cruz,2020-06-13,397,10
Ventura,2020-06-13,1354,51
Solano,2020-06-13,707,49
Sonoma,2020-06-13,871,47
Lassen,2020-06-13,25,0
San Francisco,2020-06-13,2647,94
Calaveras,2020-06-13,50,12
Modoc,2020-06-13,41,0
Riverside,2020-06-13,3992,137
Del Norte,2020-06-13,51,2
Yuba,2020-06-13,445,14
San Luis Obispo,2020-06-13,449,23
Los Angeles,2020-06-13,23688,1262
Merced,2020-06-13,242,5
Stanislaus,2020-06-13,1369,86
Tulare,2020-06-13,780,6
Plumas,2020-06-13,45,0
Mono,2020-06-13,40,2
Humboldt,2020-06-13,352,0
Sutter,2020-06-13,14,0
Orange,2020-06-13,6976,402
San Diego,2020-06-13,6195,324
Imperial,2020-06-13,237,0
Alameda,2020-06-13,2968,150
Shasta,2020-06-13,667,6
Butte,2020-06-13,448,20
Amador,2020-06-13,51,3
Mariposa,2020-06-13,30,0
Colusa,2020-06-13,88,6
Contra Costa,2020-06-13,1628,108
Lake,2020-06-13,110,0
Siskiyou,2020-06-13,65,3
Santa Clara,2020-06-13,3423,211
Glenn,2020-06-13,47,0
Trinity,2020-06-13,54,0
Monterey,2020-06-13,811,91
Placer,2020-06-13,753,50
Kern,2020-06-13,1742,78
Tehama,2020-06-13,106,6
Mendocino,2020-06-13,180,5
San Bernardino,2020-06-13,4821,129
Tuolumne,2020-06-13,151,0
Madera,2020-06-13,528,8
Napa,2020-06-13,397,3
Marin,2020-06-14,390,12
Plumas,2020-06-14,45,0
Nevada,2020-06-14,128,4
San Joaquin,2020-06-14,1366,10
Calaveras,2020-06-14,50,10
Yolo,2020-06-14,186,2
Butte,2020-06-14,448,19
Sacramento,2020-06-14,2441,90
Alameda,2020-06-14,2968,149
San Luis Obispo,2020-06-14,449,20
Imperial,2020-06-14,237,0
Trinity,2020-06-14,54,0
San Francisco,2020-06-14,2647,96
Glenn,2020-06-14,47,0
Mono,2020-06-14,40,2
Monterey,2020-06-14,811,95
Mendocino,2020-06-14,180,4
Shasta,2020-06-14,667,7
Siskiyou,2020-06-14,65,3
Yuba,2020-06-14,445,13
Los Angeles,2020-06-14,23703,1283
San Mateo,2020-06-14,1089,51
Lassen,2020-06-14,25,0
Kern,2020-06-14,1742,76
Del Norte,2020-06-14,51,0
Napa,2020-06-14,397,2
Fresno,2020-06-14,2135,79
Modoc,2020-06-14,41,0
Sutter,2020-06-14,14,0
Riverside,2020-06-14,3992,120
Tehama,2020-06-14,106,6
San Diego,2020-06-14,6145,323
Placer,2020-06-14,753,49
Lake,2020-06-14,110,0
Kings,2020-06-14,199,3
Inyo,2020-06-14,42,3
Colusa,2020-06-14,88,6
Ventura,2020-06-14,1354,55
Merced,2020-06-14,242,5
Santa Barbara,2020-06-14,717,59
Santa Cruz,2020-06-14,397,12
Solano,2020-06-14,707,49
Santa Clara,2020-06-14,3423,204
San Bernardino,2020-06-14,4821,140
Amador,2020-06-14,51,1
El Dorado,2020-06-14,235,10
Stanislaus,2020-06-14,1369,87
San Benito,2020-06-14,25,0
Madera,2020-06-14,528,8
Sonoma,2020-06-14,871,52
Tuolumne,2020-06-14,151,0
Mariposa,2020-06-14,30,0
Tulare,2020-06-14,780,23
Contra Costa,2020-06-14,1628,121
Humboldt,2020-06-14,352,3
Orange,2020-06-14,6976,414
San Bernardino,2020-06-15,4821,149
Yuba,2020-06-15,445,16
Amador,2020-06-15,51,0
Sutter,2020-06-15,14,0
Glenn,2020-06-15,47,0
Sonoma,2020-06-15,871,46
Merced,2020-06-15,242,5
Santa Clara,2020-06-15,3423,239
Kings,2020-06-15,199,2
San Francisco,2020-06-15,2647,94
Tuolumne,2020-06-15,151,2
Madera,2020-06-15,528,7
Shasta,2020-06-15,667,9
Solano,2020-06-15,707,44
Contra Costa,2020-06-15,1628,115
Trinity,2020-06-15,54,0
Fresno,2020-06-15,2111,86
Tulare,2020-06-15,780,12
Santa Cruz,2020-06-15,397,8
Mariposa,2020-06-15,30,0
Siskiyou,2020-06-15,65,0
San Luis Obispo,2020-06-15,447,26
Butte,2020-06-15,448,14
Kern,2020-06-15,1742,78
Colusa,2020-06-15,88,6
Napa,2020-06-15,397,5
Mono,2020-06-15,40,2
Del Norte,2020-06-15,51,0
El Dorado,2020-06-15,235,6
Tehama,2020-06-15,106,7
San Benito,2020-06-15,25,0
Calaveras,2020-06-15,50,9
Santa Barbara,2020-06-15,717,63
Inyo,2020-06-15,42,2
Los Angeles,2020-06-15,23659,1333
Alameda,2020-06-15,2968,148
Orange,2020-06-15,6976,417
Riverside,2020-06-15,4071,136
Marin,2020-06-15,390,15
Ventura,2020-06-15,1350,55
Yolo,2020-06-15,186,3
Imperial,2020-06-15,237,2
San Joaquin,2020-06-15,1376,16
Lassen,2020-06-15,25,0
Nevada,2020-06-15,131,5
Stanislaus,2020-06-15,1364,88
San Mateo,2020-06-15,1089,50
Plumas,2020-06-15,45,0
Placer,2020-06-15,753,48
Monterey,2020-06-15,811,93
Modoc,2020-06-15,41,0
Mendocino,2020-06-15,180,5
Lake,2020-06-15,110,0
Humboldt,2020-06-15,352,2
Sacramento,2020-06-15,2428,104
San Diego,2020-06-15,6129,356
Modoc,2020-06-16,41,0
Nevada,2020-06-16,134,7
Fresno,2020-06-16,2129,86
Madera,2020-06-16,528,11
Kings,2020-06-16,199,2
San Luis Obispo,2020-06-16,471,27
Mariposa,2020-06-16,30,0
San Benito,2020-06-16,25,0
Tuolumne,2020-06-16,151,0
Monterey,2020-06-16,824,93
Lassen,2020-06-16,25,0
Imperial,2020-06-16,237,0
Santa Clara,2020-06-16,3423,228
Kern,2020-06-16,1742,80
Del Norte,2020-06-16,51,2
El Dorado,2020-06-16,235,7
San Mateo,2020-06-16,1089,54
Ventura,2020-06-16,1347,58
San Joaquin,2020-06-16,1376,20
Shasta,2020-06-16,667,9
Sonoma,2020-06-16,871,51
Calaveras,2020-06-16,50,9
Sacramento,2020-06-16,2457,87
Contra Costa,2020-06-16,1628,108
Solano,2020-06-16,707,45
Los Angeles,2020-06-16,23667,1175
San Francisco,2020-06-16,2647,91
Mendocino,2020-06-16,180,4
Santa Barbara,2020-06-16,717,57
Tulare,2020-06-16,780,24
Marin,2020-06-16,390,14
Amador,2020-06-16,51,3
Plumas,2020-06-16,45,0
Placer,2020-06-16,753,51
San Bernardino,2020-06-16,4821,156
Glenn,2020-06-16,47,0
Orange,2020-06-16,6976,455
San Diego,2020-06-16,6168,320
Yolo,2020-06-16,186,6
Merced,2020-06-16,242,5
Lake,2020-06-16,110,0
Santa Cruz,2020-06-16,397,7
Riverside,2020-06-16,4071,136
Tehama,2020-06-16,106,4
Alameda,2020-06-16,2968,142
Yuba,2020-06-16,445,17
Sutter,2020-06-16,14,0
Colusa,2020-06-16,88,6
Stanislaus,2020-06-16,1369,89
Inyo,2020-06-16,42,2
Butte,2020-06-16,448,10
Napa,2020-06-16,397,6
Trinity,2020-06-16,54,0
Mono,2020-06-16,40,2
Humboldt,2020-06-16,352,0
Siskiyou,2020-06-16,65,4
Orange,2020-06-17,6976,407
Madera,2020-06-17,528,7
Los Angeles,2020-06-17,23646,1151
Amador,2020-06-17,51,1
Marin,2020-06-17,390,9
Sacramento,2020-06-17,2395,77
Plumas,2020-06-17,45,0
Kern,2020-06-17,1412,31
Sonoma,2020-06-17,871,47
Tulare,2020-06-17,780,23
Butte,2020-06-17,448,4
Mendocino,2020-06-17,180,4
Fresno,2020-06-17,2138,81
Santa Barbara,2020-06-17,717,35
Tuolumne,2020-06-17,151,0
Santa Cruz,2020-06-17,397,9
Ventura,2020-06-17,1368,45
Merced,2020-06-17,242,3
Calaveras,2020-06-17,50,9
Yuba,2020-06-17,445,18
San Francisco,2020-06-17,2647,86
Inyo,2020-06-17,42,3
Yolo,2020-06-17,186,6
San Luis Obispo,2020-06-17,365,73
Napa,2020-06-17,397,6
Glenn,2020-06-17,47,0
Tehama,2020-06-17,106,6
Lake,2020-06-17,110,0
Stanislaus,2020-06-17,1369,84
El Dorado,2020-06-17,88,11
Santa Clara,2020-06-17,3438,204
San Bernardino,2020-06-17,4821,146
Sutter,2020-06-17,14,0
Solano,2020-06-17,707,52
Del Norte,2020-06-17,51,2
San Benito,2020-06-17,25,0
Mariposa,2020-06-17,30,0
Riverside,2020-06-17,4071,91
Colusa,2020-06-17,88,6
Humboldt,2020-06-17,352,0
Contra Costa,2020-06-17,1628,96
Modoc,2020-06-17,41,0
Lassen,2020-06-17,25,0
Imperial,2020-06-17,237,0
San Diego,2020-06-17,6235,324
Monterey,2020-06-17,824,85
San Joaquin,2020-06-17,1376,23
Siskiyou,2020-06-17,65,2
Trinity,2020-06-17,54,0
Placer,2020-06-17,753,51
Shasta,2020-06-17,667,12
Kings,2020-06-17,199,4
Mono,2020-06-17,40,2
Nevada,2020-06-17,145,9
Alameda,2020-06-17,2968,135
San Mateo,2020-06-17,1089,50
Madera,2020-06-18,528,11
San Diego,2020-06-18,6190,313
San Luis Obispo,2020-06-18,450,19
Mariposa,2020-06-18,30,0
Contra Costa,2020-06-18,1628,146
Solano,2020-06-18,707,53
Marin,2020-06-18,390,9
Kern,2020-06-18,1742,87
Inyo,2020-06-18,42,2
Nevada,2020-06-18,123,9
Los Angeles,2020-06-18,23644,1195
Modoc,2020-06-18,41,0
Trinity,2020-06-18,54,0
Kings,2020-06-18,199,1
Imperial,2020-06-18,237,6
Placer,2020-06-18,753,60
Shasta,2020-06-18,667,8
Merced,2020-06-18,242,6
Glenn,2020-06-18,47,0
Tehama,2020-06-18,106,4
Tulare,2020-06-18,780,11
Napa,2020-06-18,397,5
Calaveras,2020-06-18,50,8
Siskiyou,2020-06-18,65,4
Yuba,2020-06-18,445,8
Tuolumne,2020-06-18,151,0
Fresno,2020-06-18,2131,70
San Mateo,2020-06-18,1089,59
San Benito,2020-06-18,25,1
Humboldt,2020-06-18,352,4
Riverside,2020-06-18,4017,97
Santa Cruz,2020-06-18,397,10
San Joaquin,2020-06-18,1376,23
Santa Clara,2020-06-18,3438,205
Monterey,2020-06-18,824,89
Sonoma,2020-06-18,871,64
Del Norte,2020-06-18,51,2
San Bernardino,2020-06-18,4821,156
Colusa,2020-06-18,88,6
Ventura,2020-06-18,1372,39
San Francisco,2020-06-18,2647,155
Butte,2020-06-18,448,6
Plumas,2020-06-18,45,0
Sacramento,2020-06-18,2462,180
Stanislaus,2020-06-18,1369,88
Orange,2020-06-18,6976,412
Santa Barbara,2020-06-18,717,33
Alameda,2020-06-18,2968,195
Sutter,2020-06-18,14,0
Mono,2020-06-18,40,2
Lassen,2020-06-18,25,0
Lake,2020-06-18,110,1
Mendocino,2020-06-18,180,4
Amador,2020-06-18,51,1
Yolo,2020-06-18,186,4
El Dorado,2020-06-18,227,8
Imperial,2020-06-19,237,5
Glenn,2020-06-19,47,0
Marin,2020-06-19,390,12
Placer,2020-06-19,753,65
Humboldt,2020-06-19,352,1
Tehama,2020-06-19,106,1
Colusa,2020-06-19,88,6
Solano,2020-06-19,707,49
Sonoma,2020-06-19,871,57
San Benito,2020-06-19,25,2
Tuolumne,2020-06-19,151,2
San Luis Obispo,2020-06-19,440,15
Napa,2020-06-19,397,4
Los Angeles,2020-06-19,23649,1197
Merced,2020-06-19,242,5
Sutter,2020-06-19,14,0
Mariposa,2020-06-19,30,0
San Bernardino,2020-06-19,4821,147
Amador,2020-06-19,51,2
Kings,2020-06-19,199,4
Yuba,2020-06-19,445,7
El Dorado,2020-06-19,235,9
Fresno,2020-06-19,2135,72
Riverside,2020-06-19,4013,91
Sacramento,2020-06-19,2479,180
Modoc,2020-06-19,41,0
Shasta,2020-06-19,667,1
Lassen,2020-06-19,25,0
Santa Cruz,2020-06-19,397,7
Mendocino,2020-06-19,180,4
Contra Costa,2020-06-19,1628,150
Kern,2020-06-19,1742,87
Nevada,2020-06-19,123,5
Siskiyou,2020-06-19,65,3
Butte,2020-06-19,448,9
Del Norte,2020-06-19,51,5
Orange,2020-06-19,6976,420
San Mateo,2020-06-19,1089,61
Plumas,2020-06-19,45,0
San Diego,2020-06-19,6214,302
San Joaquin,2020-06-19,1376,56
Yolo,2020-06-19,186,4
Ventura,2020-06-19,1348,39
Monterey,2020-06-19,824,87
Lake,2020-06-19,110,1
Trinity,2020-06-19,54,0
Inyo,2020-06-19,42,2
San Francisco,2020-06-19,2647,151
Calaveras,2020-06-19,50,9
Stanislaus,2020-06-19,1364,86
Tulare,2020-06-19,780,9
Madera,2020-06-19,528,11
Alameda,2020-06-19,2968,192
Mono,2020-06-19,40,2
Santa Barbara,2020-06-19,717,53
Santa Clara,2020-06-19,3438,209
Inyo,2020-06-20,42,3
El Dorado,2020-06-20,235,9
Stanislaus,2020-06-20,1364,97
Contra Costa,2020-06-20,1628,145
Calaveras,2020-06-20,50,9
Orange,2020-06-20,6976,410
Modoc,2020-06-20,41,0
Fresno,2020-06-20,2134,80
San Benito,2020-06-20,25,3
San Diego,2020-06-20,6169,308
Sonoma,2020-06-20,871,92
Riverside,2020-06-20,3959,113
San Mateo,2020-06-20,1089,62
Del Norte,2020-06-20,51,5
Mendocino,2020-06-20,180,6
Los Angeles,2020-06-20,23631,1276
Santa Barbara,2020-06-20,717,46
Napa,2020-06-20,397,5
Kern,2020-06-20,1742,89
Shasta,2020-06-20,667,3
Lassen,2020-06-20,25,0
Trinity,2020-06-20,54,0
Tuolumne,2020-06-20,151,4
Humboldt,2020-06-20,352,4
Lake,2020-06-20,110,1
Glenn,2020-06-20,47,0
Sutter,2020-06-20,14,0
Colusa,2020-06-20,88,6
Alameda,2020-06-20,2968,203
Tulare,2020-06-20,780,8
Merced,2020-06-20,242,3
Monterey,2020-06-20,824,81
Marin,2020-06-20,390,9
San Luis Obispo,2020-06-20,464,22
Mariposa,2020-06-20,30,0
Mono,2020-06-20,40,2
Imperial,2020-06-20,237,4
Yuba,2020-06-20,445,11
Amador,2020-06-20,51,1
Plumas,2020-06-20,45,0
Yolo,2020-06-20,186,3
Placer,2020-06-20,753,62
San Joaquin,2020-06-20,1376,61
Santa Cruz,2020-06-20,397,9
Sacramento,2020-06-20,2452,171
Butte,2020-06-20,448,11
Ventura,2020-06-20,1352,40
San Bernardino,2020-06-20,4821,149
Siskiyou,2020-06-20,65,4
San Francisco,2020-06-20,2647,140
Santa Clara,2020-06-20,3438,212
Madera,2020-06-20,528,8
Kings,2020-06-20,199,2
Solano,2020-06-20,707,47
Tehama,2020-06-20,106,2
Nevada,2020-06-20,123,4
Lake,2020-06-21,110,2
Fresno,2020-06-21,2126,83
Alameda,2020-06-21,2968,203
Kern,2020-06-21,1742,90
Mariposa,2020-06-21,30,0
San Diego,2020-06-21,6088,330
Imperial,2020-06-21,237,1
Orange,2020-06-21,6976,406
Plumas,2020-06-21,45,0
Inyo,2020-06-21,42,3
San Joaquin,2020-06-21,1376,58
Trinity,2020-06-21,54,0
San Mateo,2020-06-21,1089,63
San Francisco,2020-06-21,2647,149
Yuba,2020-06-21,445,11
Sonoma,2020-06-21,871,62
Humboldt,2020-06-21,352,3
Solano,2020-06-21,707,45
Santa Cruz,2020-06-21,397,11
Sacramento,2020-06-21,2450,184
Los Angeles,2020-06-21,23624,1316
Glenn,2020-06-21,47,0
Lassen,2020-06-21,25,0
San Bernardino,2020-06-21,4821,159
El Dorado,2020-06-21,235,8
Sutter,2020-06-21,14,0
Santa Barbara,2020-06-21,717,43
San Benito,2020-06-21,25,3
Napa,2020-06-21,397,5
Nevada,2020-06-21,123,3
Tuolumne,2020-06-21,151,5
Placer,2020-06-21,753,56
San Luis Obispo,2020-06-21,461,26
Amador,2020-06-21,51,0
Ventura,2020-06-21,1345,37
Del Norte,2020-06-21,51,6
Santa Clara,2020-06-21,3438,229
Tehama,2020-06-21,106,5
Riverside,2020-06-21,3960,105
Monterey,2020-06-21,824,82
Marin,2020-06-21,390,10
Yolo,2020-06-21,186,0
Mono,2020-06-21,40,2
Colusa,2020-06-21,88,6
Contra Costa,2020-06-21,1628,147
Mendocino,2020-06-21,180,10
Shasta,2020-06-21,667,2
Madera,2020-06-21,528,12
Merced,2020-06-21,242,3
Stanislaus,2020-06-21,1369,96
Calaveras,2020-06-21,50,10
Tulare,2020-06-21,780,13
Siskiyou,2020-06-21,65,4
Kings,2020-06-21,199,3
Butte,2020-06-21,448,10
Modoc,2020-06-21,41,0
Kern,2020-06-22,1742,89
San Joaquin,2020-06-22,1376,58
Butte,2020-06-22,448,11
Siskiyou,2020-06-22,65,4
Nevada,2020-06-22,128,3
Inyo,2020-06-22,42,3
Del Norte,2020-06-22,51,6
Yolo,2020-06-22,186,0
Monterey,2020-06-22,824,91
Plumas,2020-06-22,45,0
Lassen,2020-06-22,25,0
Trinity,2020-06-22,54,0
Mono,2020-06-22,40,2
Mendocino,2020-06-22,180,10
San Diego,2020-06-22,6067,357
Santa Cruz,2020-06-22,397,13
San Luis Obispo,2020-06-22,445,21
Contra Costa,2020-06-22,1579,164
Glenn,2020-06-22,47,0
San Bernardino,2020-06-22,4821,128
Sonoma,2020-06-22,871,58
San Benito,2020-06-22,25,1
Fresno,2020-06-22,2125,82
Amador,2020-06-22,51,0
Napa,2020-06-22,397,6
Sacramento,2020-06-22,2458,181
Tuolumne,2020-06-22,151,4
Solano,2020-06-22,707,46
Tehama,2020-06-22,106,4
Placer,2020-06-22,753,58
Imperial,2020-06-22,237,0
Santa Clara,2020-06-22,3438,229
Tulare,2020-06-22,780,6
Alameda,2020-06-22,2968,196
Yuba,2020-06-22,445,6
Madera,2020-06-22,528,15
Lake,2020-06-22,110,2
Humboldt,2020-06-22,352,3
Stanislaus,2020-06-22,1374,86
Santa Barbara,2020-06-22,717,36
Calaveras,2020-06-22,50,10
Shasta,2020-06-22,667,4
Kings,2020-06-22,199,1
Los Angeles,2020-06-22,23612,1398
Sutter,2020-06-22,14,0
Orange,2020-06-22,6976,413
Merced,2020-06-22,242,4
Modoc,2020-06-22,41,0
El Dorado,2020-06-22,235,7
Ventura,2020-06-22,1342,38
Marin,2020-06-22,390,14
San Francisco,2020-06-22,2337,140
San Mateo,2020-06-22,1089,60
Riverside,2020-06-22,3960,104
Mariposa,2020-06-22,30,0
Colusa,2020-06-22,88,6
Mono,2020-06-23,40,2
San Diego,2020-06-23,6183,338
Ventura,2020-06-23,1350,40
Madera,2020-06-23,528,15
Del Norte,2020-06-23,51,4
Fresno,2020-06-23,2133,83
Glenn,2020-06-23,47,0
Tehama,2020-06-23,106,5
Alameda,2020-06-23,2968,196
Siskiyou,2020-06-23,65,2
Sacramento,2020-06-23,2477,171
Los Angeles,2020-06-23,23601,1301
Kings,2020-06-23,199,1
Mariposa,2020-06-23,30,0
San Luis Obispo,2020-06-23,461,19
Solano,2020-06-23,707,46
Marin,2020-06-23,390,15
Orange,2020-06-23,6976,395
Placer,2020-06-23,753,62
Merced,2020-06-23,242,4
Modoc,2020-06-23,41,0
Plumas,2020-06-23,45,0
Amador,2020-06-23,51,0
Santa Cruz,2020-06-23,397,12
Lassen,2020-06-23,25,0
Monterey,2020-06-23,824,88
Tulare,2020-06-23,780,16
Contra Costa,2020-06-23,1579,159
Santa Clara,2020-06-23,3438,225
Butte,2020-06-23,448,12
Nevada,2020-06-23,126,4
El Dorado,2020-06-23,235,6
Tuolumne,2020-06-23,151,5
Sonoma,2020-06-23,871,56
San Francisco,2020-06-23,2647,145
Colusa,2020-06-23,88,6
Santa Barbara,2020-06-23,717,33
Yolo,2020-06-23,186,2
Kern,2020-06-23,1742,87
Inyo,2020-06-23,42,3
San Mateo,2020-06-23,1089,62
Stanislaus,2020-06-23,1374,84
Trinity,2020-06-23,54,0
Napa,2020-06-23,397,3
Imperial,2020-06-23,237,2
San Joaquin,2020-06-23,1376,61
San Benito,2020-06-23,25,1
Yuba,2020-06-23,445,10
Calaveras,2020-06-23,50,12
Humboldt,2020-06-23,352,1
San Bernardino,2020-06-23,4821,130
Riverside,2020-06-23,4010,98
Mendocino,2020-06-23,180,7
Lake,2020-06-23,110,0
Sutter,2020-06-23,14,0
Shasta,2020-06-23,667,5
Del Norte,2020-06-24,51,0
Marin,2020-06-24,390,9
Mono,2020-06-24,40,2
Lake,2020-06-24,110,0
Amador,2020-06-24,51,1
Sutter,2020-06-24,14,0
Tehama,2020-06-24,106,5
San Francisco,2020-06-24,2647,105
Merced,2020-06-24,242,2
Napa,2020-06-24,397,0
Colusa,2020-06-24,88,6
Kern,2020-06-24,1742,80
San Joaquin,2020-06-24,1376,52
Calaveras,2020-06-24,50,11
Humboldt,2020-06-24,352,2
Santa Clara,2020-06-24,3438,215
Glenn,2020-06-24,47,0
Monterey,2020-06-24,824,81
Riverside,2020-06-24,4010,100
Santa Barbara,2020-06-24,717,53
Trinity,2020-06-24,54,0
Kings,2020-06-24,199,0
Shasta,2020-06-24,667,7
Modoc,2020-06-24,41,0
Inyo,2020-06-24,42,4
Stanislaus,2020-06-24,1374,81
Imperial,2020-06-24,237,2
Placer,2020-06-24,753,54
Fresno,2020-06-24,2113,86
Yolo,2020-06-24,186,0
Sonoma,2020-06-24,871,55
San Benito,2020-06-24,25,1
Tulare,2020-06-24,780,6
Siskiyou,2020-06-24,65,3
San Bernardino,2020-06-24,4821,131
El Dorado,2020-06-24,235,7
Sacramento,2020-06-24,2491,97
San Luis Obispo,2020-06-24,484,37
Mariposa,2020-06-24,30,0
Santa Cruz,2020-06-24,397,12
Nevada,2020-06-24,139,4
Lassen,2020-06-24,25,0
Ventura,2020-06-24,1360,53
Madera,2020-06-24,528,15
Alameda,2020-06-24,2968,147
Yuba,2020-06-24,445,7
San Mateo,2020-06-24,1089,50
San Diego,2020-06-24,6195,335
Los Angeles,2020-06-24,23580,1259
Mendocino,2020-06-24,180,6
Orange,2020-06-24,6976,385
Butte,2020-06-24,448,8
Plumas,2020-06-24,45,0
Tuolumne,2020-06-24,151,5
Solano,2020-06-24,707,44
Contra Costa,2020-06-24,1579,165
Alameda,2020-06-25,2968,147
Tehama,2020-06-25,106,5
Sutter,2020-06-25,14,0
Shasta,2020-06-25,667,1
Marin,2020-06-25,390,13
Imperial,2020-06-25,237,6
Tulare,2020-06-25,835,7
Lake,2020-06-25,110,1
Lassen,2020-06-25,25,0
Kern,2020-06-25,1742,78
Ventura,2020-06-25,1357,57
Glenn,2020-06-25,47,0
Santa Cruz,2020-06-25,397,9
Sonoma,2020-06-25,871,54
Madera,2020-06-25,528,10
Del Norte,2020-06-25,51,1
Kings,2020-06-25,199,4
Inyo,2020-06-25,42,4
San Diego,2020-06-25,6148,294
Fresno,2020-06-25,2022,74
Siskiyou,2020-06-25,65,5
El Dorado,2020-06-25,235,11
Tuolumne,2020-06-25,151,1
Amador,2020-06-25,51,1
Monterey,2020-06-25,824,78
Contra Costa,2020-06-25,1579,147
Butte,2020-06-25,448,5
Placer,2020-06-25,753,50
Solano,2020-06-25,707,45
Napa,2020-06-25,397,5
Calaveras,2020-06-25,50,9
San Francisco,2020-06-25,2647,104
Orange,2020-06-25,6976,383
Modoc,2020-06-25,41,0
San Joaquin,2020-06-25,1384,50
San Luis Obispo,2020-06-25,477,35
Sacramento,2020-06-25,2491,93
Santa Clara,2020-06-25,3438,186
Yolo,2020-06-25,186,1
Santa Barbara,2020-06-25,717,50
Plumas,2020-06-25,45,0
San Benito,2020-06-25,25,1
Yuba,2020-06-25,445,8
Nevada,2020-06-25,121,3
San Mateo,2020-06-25,1089,49
Mendocino,2020-06-25,180,4
Mono,2020-06-25,40,2
Riverside,2020-06-25,4010,86
Colusa,2020-06-25,88,6
San Bernardino,2020-06-25,4821,119
Humboldt,2020-06-25,352,1
Los Angeles,2020-06-25,23520,1234
Merced,2020-06-25,242,1
Trinity,2020-06-25,54,0
Stanislaus,2020-06-25,1374,94
Mariposa,2020-06-25,30,0
Riverside,2020-06-26,4028,103
Solano,2020-06-26,707,39
Nevada,2020-06-26,124,4
Ventura,2020-06-26,1355,57
Amador,2020-06-26,51,0
San Bernardino,2020-06-26,4821,115
San Luis Obispo,2020-06-26,471,36
Sutter,2020-06-26,14,0
Siskiyou,2020-06-26,65,3
Tehama,2020-06-26,106,5
Yuba,2020-06-26,445,15
Calaveras,2020-06-26,50,10
Monterey,2020-06-26,824,81
Kings,2020-06-26,199,6
Glenn,2020-06-26,47,0
